event_index,metric,low_th_q20,high_th_q80,median_q50,n_samples
1,body_tilt_yz_deg,12.613459703853948,18.06672560959366,15.526369098521371,571
1,energy_index,-1.5324398528613472,2.0494777670036575,0.2850899894066587,519
1,hip_dx,-0.030398130416870055,-0.0028905868530272965,-0.0112280845642089,519
1,hip_rot_rel_deg,-0.543881041056893,4.126272894638301,1.6449673625850278,519
1,left_hand_dx,-0.00522858500480648,0.018801069259643467,0.0051875710487365,519
1,shoulder_center_dx,-0.00573546886444084,0.009612438082695003,0.0019140839576721,519
1,shoulder_rot_rel_deg,0.033203889541533395,4.0990549132920275,2.031050523435117,519
2,body_tilt_yz_deg,12.050273390944367,17.299034253054685,14.65524339719748,571
2,energy_index,0.9172864664597985,6.252377380799269,3.509239722491806,519
2,hip_dx,-0.027870750427246058,-0.0005390405654906789,-0.0092002153396606,519
2,hip_rot_rel_deg,6.524508286431562,13.462984734381402,9.903375183803805,519
2,left_hand_dx,-0.017179667949676458,0.025386118888854912,0.0032194554805755,519
2,shoulder_center_dx,-0.0083541393280029,0.011237007379531804,0.0015293657779693,519
2,shoulder_rot_rel_deg,9.669348673923647,18.205016194535503,14.379138251961647,519
3,body_tilt_yz_deg,12.461727925770404,18.429865815706307,15.418933125772185,571
3,energy_index,3.713413993636515,13.639808804263303,8.362858369243016,519
3,hip_dx,-0.025711023807525553,0.0011360228061675413,-0.0079929828643798,519
3,hip_rot_rel_deg,9.018812959248587,18.134455090397484,13.538044284754749,519
3,left_hand_dx,-0.06482241153717037,-0.0028170108795165325,-0.0375800281763076,519
3,shoulder_center_dx,-0.007633012533187779,0.012487417459487822,0.0025921761989593,519
3,shoulder_rot_rel_deg,15.021710657793603,30.65891018235864,21.92137169752721,519
4,body_tilt_yz_deg,11.94099551504054,18.07566503841086,15.024285328436108,571
4,energy_index,8.64936940428329,64.43853348048327,32.35353394261267,519
4,hip_dx,-0.02511469125747676,0.0041832268238066826,-0.0067232549190521,519
4,hip_rot_rel_deg,11.774320672642212,31.663839805715597,20.04386891822209,519
4,left_hand_dx,-0.08077609539031977,-0.029947811365127516,-0.0589280128479003,519
4,shoulder_center_dx,-0.00536118149757382,0.01572903394699092,0.0046225190162658,519
4,shoulder_rot_rel_deg,19.606077059996704,96.36774909851317,51.79766730260441,519
5,body_tilt_yz_deg,11.882880170630171,18.706589417373426,15.508534244422648,571
5,energy_index,2.1836915132439083,13.317688626035158,6.824698297602852,519
5,hip_dx,-0.025371569395065272,0.005369168519973721,-0.0052905082702636,519
5,hip_rot_rel_deg,2.2751977379817094,14.533059361839923,7.777711665130837,519
5,left_hand_dx,-0.06297092437744135,0.0035713970661163026,-0.0325945615768432,519
5,shoulder_center_dx,-0.005826973915100019,0.016132867336273185,0.0046570301055908,519
5,shoulder_rot_rel_deg,6.653853473152892,26.132768906632982,14.956292011575638,519
6,body_tilt_yz_deg,8.784176621448026,16.65396805617803,12.761691417603616,571
6,energy_index,1.9285671781615832,7.476555606672971,4.584582819765409,519
6,hip_dx,-0.025277262926101628,0.007410192489623961,-0.0034465789794921,519
6,hip_rot_rel_deg,-9.440716327069358,5.576456166446705,-3.4583627291663883,519
6,left_hand_dx,-0.015484398603439276,0.03476624488830559,0.0141186416149139,519
6,shoulder_center_dx,-0.013186174631118739,0.009176015853881761,-0.0013849735260009,519
6,shoulder_rot_rel_deg,-3.26081200509635,8.110219095863606,1.7268042380426067,519
7,body_tilt_yz_deg,9.53466883624742,17.269385991177145,13.546559501256027,571
7,energy_index,-1.0870047374237082,6.694440496473728,3.4475296995849374,519
7,hip_dx,-0.02690985202789302,0.009281057119369461,-0.0024079382419586,519
7,hip_rot_rel_deg,-17.630747065900056,-6.325060288560775,-12.363763292062888,519
7,left_hand_dx,-0.0326767146587371,0.017154031991958574,-0.010195255279541,519
7,shoulder_center_dx,-0.011953377723693759,0.011758041381835881,-0.0002928376197814,519
7,shoulder_rot_rel_deg,-15.041208893882652,-0.9220056420026013,-8.23165584307175,519
8,body_tilt_yz_deg,5.959673332275415,11.712123861165736,8.762752352268578,571
8,energy_index,-11.986597369529283,-1.7973046083948014,-6.483748819810245,519
8,hip_dx,-0.015371346473693776,0.02180231809616082,0.0102078914642333,519
8,hip_rot_rel_deg,-161.12158765335334,-115.04080060421566,-151.25549491013518,519
8,left_hand_dx,-0.07981055378913873,-0.015260183811187678,-0.0475814640522003,519
8,shoulder_center_dx,-0.012606978416442838,0.01384022831916804,0.0014306306838989,519
8,shoulder_rot_rel_deg,-166.39847461544082,-129.73491654100852,-157.74644714504717,519
